,android_avg_rating,android_total_ratings,android_ratings_1,android_ratings_2,android_ratings_3,android_ratings_4,android_ratings_5,ios_current_ratings,ios_all_ratings
2016-07-21 15:50:00,3.9,1319394,204585,73093,121282,171872,748562,6842.0,108570
2016-07-21 16:00:00,3.9,1334278,206305,73640,122554,174065,757714,6842.0,108570
2016-07-21 16:10:00,3.9,1334278,206305,73640,122554,174065,757714,6842.0,108570
2016-07-21 16:20:00,3.9,1334278,206305,73640,122554,174065,757714,6842.0,108570
2016-07-21 16:30:00,3.9,1334278,206305,73640,122554,174065,757714,6842.0,108570
2016-07-21 16:40:00,3.9,1334278,206305,73640,122554,174065,757714,6842.0,108570
2016-07-21 16:50:00,3.9,1334278,206305,73640,122554,174065,757714,6842.0,108570
2016-07-21 17:00:00,3.9,1334278,206305,73640,122554,174065,757714,6842.0,108570
2016-07-21 17:10:00,3.9,1334278,206305,73640,122554,174065,757714,6842.0,108570
2016-07-21 17:20:00,3.9,1334278,206305,73640,122554,174065,757714,6842.0,108570
2016-07-21 17:30:00,3.9,1334278,206305,73640,122554,174065,757714,6842.0,108570
2016-07-21 17:40:00,3.9,1334278,206305,73640,122554,174065,757714,6842.0,108570
2016-07-21 17:50:00,3.9,1334278,206305,73640,122554,174065,757714,6842.0,108570
2016-07-21 18:00:00,3.9,1334278,206305,73640,122554,174065,757714,6842.0,108570
2016-07-21 18:10:00,3.9,1334278,206305,73640,122554,174065,757714,6842.0,108570
2016-07-21 18:20:00,3.9,1334278,206305,73640,122554,174065,757714,6842.0,108570
2016-07-21 18:30:00,3.9,1334278,206305,73640,122554,174065,757714,6842.0,108570
2016-07-21 18:40:00,3.9,1334278,206305,73640,122554,174065,757714,6842.0,108570
2016-07-21 18:50:00,3.9,1334278,206305,73640,122554,174065,757714,6842.0,108570
2016-07-21 19:00:00,3.9,1334278,206305,73640,122554,174065,757714,6842.0,108886
2016-07-21 19:10:00,3.9,1334278,206305,73640,122554,174065,757714,6842.0,108886
2016-07-21 19:20:00,3.9,1334278,206305,73640,122554,174065,757714,7231.0,108886
2016-07-21 19:30:00,3.9,1334278,206305,73640,122554,174065,757714,7231.0,108886
2016-07-21 19:40:00,3.9,1334278,206305,73640,122554,174065,757714,7231.0,108886
2016-07-21 19:50:00,3.9,1334278,206305,73640,122554,174065,757714,7231.0,108886
2016-07-21 20:00:00,3.9,1344609,207257,73972,123459,175799,764122,7231.0,108886
2016-07-21 20:10:00,3.9,1344609,207257,73972,123459,175799,764122,7231.0,108886
2016-07-21 20:20:00,3.9,1344609,207257,73972,123459,175799,764122,7231.0,108886
2016-07-21 20:30:00,3.9,1344609,207257,73972,123459,175799,764122,7231.0,108886
2016-07-21 20:40:00,3.9,1344609,207257,73972,123459,175799,764122,7231.0,108886
2016-07-21 20:50:00,3.9,1344609,207257,73972,123459,175799,764122,7231.0,108886
2016-07-21 21:00:00,3.9,1344609,207257,73972,123459,175799,764122,7231.0,108886
2016-07-21 21:10:00,3.9,1344609,207257,73972,123459,175799,764122,7231.0,108886
2016-07-21 21:20:00,3.9,1344609,207257,73972,123459,175799,764122,7231.0,108886
2016-07-21 21:30:00,3.9,1344609,207257,73972,123459,175799,764122,7231.0,108886
2016-07-21 21:40:00,3.9,1344609,207257,73972,123459,175799,764122,7231.0,108886
2016-07-21 21:50:00,3.9,1344609,207257,73972,123459,175799,764122,7231.0,108886
2016-07-21 22:00:00,3.9,1344609,207257,73972,123459,175799,764122,7231.0,108886
2016-07-21 22:10:00,3.9,1344609,207257,73972,123459,175799,764122,7231.0,108886
2016-07-21 22:20:00,3.9,1344609,207257,73972,123459,175799,764122,7231.0,108886
2016-07-21 22:30:00,3.9,1344609,207257,73972,123459,175799,764122,7231.0,108886
2016-07-21 22:40:00,3.9,1344609,207257,73972,123459,175799,764122,7231.0,108886
2016-07-21 22:50:00,3.9,1344609,207257,73972,123459,175799,764122,7231.0,108886
2016-07-21 23:00:00,3.9,1344609,207257,73972,123459,175799,764122,7231.0,108886
2016-07-21 23:10:00,3.9,1344609,207257,73972,123459,175799,764122,7231.0,108886
2016-07-21 23:20:00,3.9,1344609,207257,73972,123459,175799,764122,7759.0,108886
2016-07-21 23:30:00,3.9,1344609,207257,73972,123459,175799,764122,7759.0,108886
2016-07-21 23:40:00,3.9,1344609,207257,73972,123459,175799,764122,7759.0,109369
2016-07-21 23:50:00,3.9,1344609,207257,73972,123459,175799,764122,7759.0,109369
2016-07-22 00:00:00,3.9,1357265,208991,74479,124537,177363,771895,7759.0,109369
2016-07-22 00:10:00,3.9,1357265,208991,74479,124537,177363,771895,7759.0,109369
2016-07-22 00:20:00,3.9,1357265,208991,74479,124537,177363,771895,7759.0,109369
2016-07-22 00:30:00,3.9,1357265,208991,74479,124537,177363,771895,7759.0,109369
2016-07-22 00:40:00,3.9,1357265,208991,74479,124537,177363,771895,7759.0,109369
2016-07-22 00:50:00,3.9,1357265,208991,74479,124537,177363,771895,7759.0,109369
2016-07-22 01:00:00,3.9,1357265,208991,74479,124537,177363,771895,7759.0,109369
2016-07-22 01:10:00,3.9,1357265,208991,74479,124537,177363,771895,7759.0,109369
2016-07-22 01:20:00,3.9,1357265,208991,74479,124537,177363,771895,7759.0,109369
2016-07-22 01:30:00,3.9,1357265,208991,74479,124537,177363,771895,7759.0,109369
2016-07-22 01:40:00,3.9,1357265,208991,74479,124537,177363,771895,7759.0,109369
2016-07-22 01:50:00,3.9,1357265,208991,74479,124537,177363,771895,7759.0,109369
2016-07-22 02:00:00,3.9,1357265,208991,74479,124537,177363,771895,7759.0,109369
2016-07-22 02:10:00,3.9,1357265,208991,74479,124537,177363,771895,7759.0,109369
2016-07-22 02:20:00,3.9,1357265,208991,74479,124537,177363,771895,7759.0,109369
2016-07-22 02:30:00,3.9,1357265,208991,74479,124537,177363,771895,7759.0,109369
2016-07-22 02:40:00,3.9,1357265,208991,74479,124537,177363,771895,7759.0,109369
2016-07-22 02:50:00,3.9,1357265,208991,74479,124537,177363,771895,7759.0,109369
2016-07-22 03:00:00,3.9,1357265,208991,74479,124537,177363,771895,7759.0,109369
2016-07-22 03:10:00,3.9,1357265,208991,74479,124537,177363,771895,7759.0,109369
2016-07-22 03:20:00,3.9,1357265,208991,74479,124537,177363,771895,8196.0,109777
2016-07-22 03:30:00,3.9,1357265,208991,74479,124537,177363,771895,8196.0,109777
2016-07-22 03:40:00,3.9,1357265,208991,74479,124537,177363,771895,8196.0,109777
2016-07-22 03:50:00,3.9,1357265,208991,74479,124537,177363,771895,8196.0,109777
2016-07-22 04:00:00,3.9,1357265,208991,74479,124537,177363,771895,8196.0,109777
2016-07-22 04:10:00,3.9,1370721,211006,75228,125886,179345,779256,8196.0,109777
2016-07-22 04:20:00,3.9,1370721,211006,75228,125886,179345,779256,8196.0,109777
2016-07-22 04:30:00,3.9,1370721,211006,75228,125886,179345,779256,8196.0,109777
2016-07-22 04:40:00,3.9,1370721,211006,75228,125886,179345,779256,8196.0,109777
2016-07-22 04:50:00,3.9,1370721,211006,75228,125886,179345,779256,8196.0,109777
2016-07-22 05:00:00,3.9,1370721,211006,75228,125886,179345,779256,8196.0,109777
2016-07-22 05:10:00,3.9,1370721,211006,75228,125886,179345,779256,8196.0,109777
2016-07-22 05:20:00,3.9,1370721,211006,75228,125886,179345,779256,8196.0,109777
2016-07-22 05:30:00,3.9,1370721,211006,75228,125886,179345,779256,8196.0,109777
2016-07-22 05:40:00,3.9,1370721,211006,75228,125886,179345,779256,8196.0,109777
2016-07-22 05:50:00,3.9,1370721,211006,75228,125886,179345,779256,8196.0,109777
2016-07-22 06:00:00,3.9,1370721,211006,75228,125886,179345,779256,8196.0,109777
2016-07-22 06:10:00,3.9,1370721,211006,75228,125886,179345,779256,8196.0,109777
2016-07-22 06:20:00,3.9,1370721,211006,75228,125886,179345,779256,8196.0,109777
2016-07-22 06:30:00,3.9,1370721,211006,75228,125886,179345,779256,8196.0,109777
2016-07-22 06:40:00,3.9,1370721,211006,75228,125886,179345,779256,8196.0,109777
2016-07-22 06:50:00,3.9,1370721,211006,75228,125886,179345,779256,8196.0,109777
2016-07-22 07:00:00,3.9,1370721,211006,75228,125886,179345,779256,8196.0,109777
2016-07-22 07:10:00,3.9,1370721,211006,75228,125886,179345,779256,8196.0,109777
2016-07-22 07:20:00,3.9,1370721,211006,75228,125886,179345,779256,8196.0,109991
2016-07-22 07:30:00,3.9,1370721,211006,75228,125886,179345,779256,8435.0,109777
2016-07-22 07:40:00,3.9,1370721,211006,75228,125886,179345,779256,8435.0,109991
2016-07-22 07:50:00,3.9,1370721,211006,75228,125886,179345,779256,8435.0,109991
2016-07-22 08:00:00,3.9,1370721,211006,75228,125886,179345,779256,8435.0,109991
2016-07-22 08:10:00,3.9,1389049,214408,76578,127976,181820,788267,8435.0,109991
2016-07-22 08:20:00,3.9,1389049,214408,76578,127976,181820,788267,8435.0,109991
2016-07-22 08:30:00,3.9,1389049,214408,76578,127976,181820,788267,8435.0,109991
2016-07-22 08:40:00,3.9,1389049,214408,76578,127976,181820,788267,8435.0,109991
2016-07-22 08:50:00,3.9,1389049,214408,76578,127976,181820,788267,8435.0,109991
2016-07-22 09:00:00,3.9,1389049,214408,76578,127976,181820,788267,8435.0,109991
2016-07-22 09:10:00,3.9,1389049,214408,76578,127976,181820,788267,8435.0,109991
2016-07-22 09:20:00,3.9,1389049,214408,76578,127976,181820,788267,8435.0,109991
2016-07-22 09:30:00,3.9,1389049,214408,76578,127976,181820,788267,8435.0,109991
2016-07-22 09:40:00,3.9,1389049,214408,76578,127976,181820,788267,8435.0,109991
2016-07-22 09:50:00,3.9,1389049,214408,76578,127976,181820,788267,8435.0,109991
2016-07-22 10:00:00,3.9,1389049,214408,76578,127976,181820,788267,8435.0,109991
2016-07-22 10:10:00,3.9,1389049,214408,76578,127976,181820,788267,8435.0,109991
2016-07-22 10:20:00,3.9,1389049,214408,76578,127976,181820,788267,8435.0,109991
2016-07-22 10:30:00,3.9,1389049,214408,76578,127976,181820,788267,8435.0,109991
2016-07-22 10:40:00,3.9,1389049,214408,76578,127976,181820,788267,8435.0,109991
2016-07-22 10:50:00,3.9,1389049,214408,76578,127976,181820,788267,8435.0,109991
2016-07-22 11:00:00,3.9,1389049,214408,76578,127976,181820,788267,8435.0,109991
2016-07-22 11:10:00,3.9,1389049,214408,76578,127976,181820,788267,8713.0,110258
2016-07-22 11:20:00,3.9,1389049,214408,76578,127976,181820,788267,8713.0,110258
2016-07-22 11:30:00,3.9,1389049,214408,76578,127976,181820,788267,8713.0,110258
2016-07-22 11:40:00,3.9,1389049,214408,76578,127976,181820,788267,8713.0,110258
2016-07-22 11:50:00,3.9,1389049,214408,76578,127976,181820,788267,8713.0,110258
2016-07-22 12:00:00,3.9,1389049,214408,76578,127976,181820,788267,8713.0,110258
2016-07-22 12:10:00,3.9,1402647,216245,77211,129301,183761,796129,8713.0,110258
2016-07-22 12:20:00,3.9,1402647,216245,77211,129301,183761,796129,8713.0,110258
2016-07-22 12:30:00,3.9,1402647,216245,77211,129301,183761,796129,8713.0,110258
2016-07-22 12:40:00,3.9,1402647,216245,77211,129301,183761,796129,8713.0,110258
2016-07-22 12:50:00,3.9,1402647,216245,77211,129301,183761,796129,8713.0,110258
2016-07-22 13:00:00,3.9,1402647,216245,77211,129301,183761,796129,8713.0,110258
2016-07-22 13:10:00,3.9,1402647,216245,77211,129301,183761,796129,8713.0,110258
2016-07-22 13:20:00,3.9,1402647,216245,77211,129301,183761,796129,8713.0,110258
2016-07-22 13:30:00,3.9,1402647,216245,77211,129301,183761,796129,8713.0,110258
2016-07-22 13:40:00,3.9,1402647,216245,77211,129301,183761,796129,8713.0,110258
2016-07-22 13:50:00,3.9,1402647,216245,77211,129301,183761,796129,8713.0,110258
2016-07-22 14:00:00,3.9,1402647,216245,77211,129301,183761,796129,8713.0,110258
2016-07-22 14:10:00,3.9,1402647,216245,77211,129301,183761,796129,8713.0,110258
2016-07-22 14:20:00,3.9,1402647,216245,77211,129301,183761,796129,8713.0,110258
2016-07-22 14:30:00,3.9,1402647,216245,77211,129301,183761,796129,8713.0,110258
2016-07-22 14:40:00,3.9,1402647,216245,77211,129301,183761,796129,8713.0,110258
2016-07-22 14:50:00,3.9,1402647,216245,77211,129301,183761,796129,8713.0,110258
2016-07-22 15:00:00,3.9,1402647,216245,77211,129301,183761,796129,8713.0,110625
2016-07-22 15:10:00,3.9,1402647,216245,77211,129301,183761,796129,9116.0,110625
2016-07-22 15:20:00,3.9,1402647,216245,77211,129301,183761,796129,9116.0,110625
2016-07-22 15:30:00,3.9,1402647,216245,77211,129301,183761,796129,9116.0,110625
2016-07-22 15:40:00,3.9,1402647,216245,77211,129301,183761,796129,9116.0,110625
2016-07-22 15:50:00,3.9,1402647,216245,77211,129301,183761,796129,9116.0,110625
2016-07-22 16:00:00,3.9,1402647,216245,77211,129301,183761,796129,9116.0,110625
2016-07-22 16:10:00,3.9,1414942,218000,77670,130405,185404,803463,9116.0,110625
2016-07-22 16:20:00,3.9,1414942,218000,77670,130405,185404,803463,9116.0,110625
2016-07-22 16:30:00,3.9,1414942,218000,77670,130405,185404,803463,9116.0,110625
2016-07-22 16:40:00,3.9,1414942,218000,77670,130405,185404,803463,9116.0,110625
2016-07-22 16:50:00,3.9,1414942,218000,77670,130405,185404,803463,9116.0,110625
2016-07-22 17:00:00,3.9,1414942,218000,77670,130405,185404,803463,9116.0,110625
2016-07-22 17:10:00,3.9,1414942,218000,77670,130405,185404,803463,9116.0,110625
2016-07-22 17:20:00,3.9,1414942,218000,77670,130405,185404,803463,9116.0,110625
2016-07-22 17:30:00,3.9,1414942,218000,77670,130405,185404,803463,9116.0,110625
2016-07-22 17:40:00,3.9,1414942,218000,77670,130405,185404,803463,9116.0,110625
2016-07-22 17:50:00,3.9,1414942,218000,77670,130405,185404,803463,9116.0,110625
2016-07-22 18:00:00,3.9,1414942,218000,77670,130405,185404,803463,9116.0,110625
2016-07-22 18:10:00,3.9,1414942,218000,77670,130405,185404,803463,9116.0,110625
2016-07-22 18:20:00,3.9,1414942,218000,77670,130405,185404,803463,9116.0,110625
2016-07-22 18:30:00,3.9,1414942,218000,77670,130405,185404,803463,9116.0,110625
2016-07-22 18:40:00,3.9,1414942,218000,77670,130405,185404,803463,9116.0,110625
2016-07-22 18:50:00,3.9,1414942,218000,77670,130405,185404,803463,9116.0,110625
2016-07-22 19:00:00,3.9,1414942,218000,77670,130405,185404,803463,9116.0,110625
2016-07-22 19:10:00,3.9,1414942,218000,77670,130405,185404,803463,9116.0,110625
2016-07-22 19:20:00,3.9,1414942,218000,77670,130405,185404,803463,9686.0,111140
2016-07-22 19:30:00,3.9,1414942,218000,77670,130405,185404,803463,9686.0,111140
2016-07-22 19:40:00,3.9,1414942,218000,77670,130405,185404,803463,9686.0,111140
2016-07-22 19:50:00,3.9,1414942,218000,77670,130405,185404,803463,9686.0,111140
2016-07-22 20:00:00,3.9,1414942,218000,77670,130405,185404,803463,9686.0,111140
2016-07-22 20:10:00,3.9,1424989,219251,78175,131403,186871,809289,9686.0,111140
2016-07-22 20:20:00,3.9,1424989,219251,78175,131403,186871,809289,9686.0,111140
2016-07-22 20:30:00,3.9,1424989,219251,78175,131403,186871,809289,9686.0,111140
2016-07-22 20:40:00,3.9,1424989,219251,78175,131403,186871,809289,9686.0,111140
2016-07-22 20:50:00,3.9,1424989,219251,78175,131403,186871,809289,9686.0,111140
2016-07-22 21:00:00,3.9,1424989,219251,78175,131403,186871,809289,9686.0,111140
2016-07-22 21:10:00,3.9,1424989,219251,78175,131403,186871,809289,9686.0,111140
2016-07-22 21:20:00,3.9,1424989,219251,78175,131403,186871,809289,9686.0,111140
2016-07-22 21:30:00,3.9,1424989,219251,78175,131403,186871,809289,9686.0,111140
2016-07-22 21:40:00,3.9,1424989,219251,78175,131403,186871,809289,9686.0,111140
2016-07-22 21:50:00,3.9,1424989,219251,78175,131403,186871,809289,9686.0,111140
2016-07-22 22:00:00,3.9,1424989,219251,78175,131403,186871,809289,9686.0,111140
2016-07-22 22:10:00,3.9,1424989,219251,78175,131403,186871,809289,9686.0,111140
2016-07-22 22:20:00,3.9,1424989,219251,78175,131403,186871,809289,9686.0,111140
2016-07-22 22:30:00,3.9,1424989,219251,78175,131403,186871,809289,9686.0,111140
2016-07-22 22:40:00,3.9,1424989,219251,78175,131403,186871,809289,9686.0,111140
2016-07-22 22:50:00,3.9,1424989,219251,78175,131403,186871,809289,9686.0,111140
2016-07-22 23:00:00,3.9,1424989,219251,78175,131403,186871,809289,9686.0,111140
2016-07-22 23:10:00,3.9,1424989,219251,78175,131403,186871,809289,9686.0,111547
2016-07-22 23:20:00,3.9,1424989,219251,78175,131403,186871,809289,10132.0,111140
2016-07-22 23:30:00,3.9,1424989,219251,78175,131403,186871,809289,10132.0,111547
2016-07-22 23:40:00,3.9,1424989,219251,78175,131403,186871,809289,10132.0,111547
2016-07-22 23:50:00,3.9,1424989,219251,78175,131403,186871,809289,10132.0,111547
2016-07-23 00:00:00,3.9,1424989,219251,78175,131403,186871,809289,10132.0,111547
2016-07-23 00:10:00,3.9,1424989,219251,78175,131403,186871,809289,10132.0,111547
2016-07-23 00:20:00,3.9,1431662,219984,78504,132116,187860,813198,10132.0,111547
2016-07-23 00:30:00,3.9,1431662,219984,78504,132116,187860,813198,10132.0,111547
2016-07-23 00:40:00,3.9,1431662,219984,78504,132116,187860,813198,10132.0,111547
2016-07-23 00:50:00,3.9,1431662,219984,78504,132116,187860,813198,10132.0,111547
2016-07-23 01:00:00,3.9,1431662,219984,78504,132116,187860,813198,10132.0,111547
2016-07-23 01:10:00,3.9,1431662,219984,78504,132116,187860,813198,10132.0,111547
2016-07-23 01:20:00,3.9,1431662,219984,78504,132116,187860,813198,10132.0,111547
2016-07-23 01:30:00,3.9,1431662,219984,78504,132116,187860,813198,10132.0,111547
2016-07-23 01:40:00,3.9,1431662,219984,78504,132116,187860,813198,10132.0,111547
2016-07-23 01:50:00,3.9,1431662,219984,78504,132116,187860,813198,10132.0,111547
2016-07-23 02:00:00,3.9,1431662,219984,78504,132116,187860,813198,10132.0,111547
2016-07-23 02:10:00,3.9,1431662,219984,78504,132116,187860,813198,10132.0,111547
2016-07-23 02:20:00,3.9,1431662,219984,78504,132116,187860,813198,10132.0,111547
2016-07-23 02:30:00,3.9,1431662,219984,78504,132116,187860,813198,10132.0,111547
2016-07-23 02:40:00,3.9,1431662,219984,78504,132116,187860,813198,10132.0,111547
2016-07-23 02:50:00,3.9,1431662,219984,78504,132116,187860,813198,10132.0,111547
2016-07-23 03:00:00,3.9,1431662,219984,78504,132116,187860,813198,10132.0,111547
2016-07-23 03:10:00,3.9,1431662,219984,78504,132116,187860,813198,10132.0,111547
2016-07-23 03:20:00,3.9,1431662,219984,78504,132116,187860,813198,10465.0,111547
2016-07-23 03:30:00,3.9,1431662,219984,78504,132116,187860,813198,10465.0,111850
2016-07-23 03:40:00,3.9,1431662,219984,78504,132116,187860,813198,10465.0,111850
2016-07-23 03:50:00,3.9,1431662,219984,78504,132116,187860,813198,10465.0,111850
2016-07-23 04:00:00,3.9,1431662,219984,78504,132116,187860,813198,10465.0,111850
2016-07-23 04:10:00,3.9,1431662,219984,78504,132116,187860,813198,10465.0,111850
